Party Name,Election Symbol,Recognised In States,Headquarter Address
All India Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/All_India_Trinamool_Congress_symbol_2021.svg/60px-All_India_Trinamool_Congress_symbol_2021.svg.png,Meghalaya Tripura West Bengal,30B Harish Chatterjee Street, Kolkata 700026
Communist Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/CPI_symbol.svg/60px-CPI_symbol.svg.png,Kerala Manipur Tamil Nadu,Ajoy Bhavan 15, Indrajit Gupta Marg, New Delhi, Delhi, India
Janata Dal (Secular),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Indian_election_symbol_female_farmer.svg/60px-Indian_election_symbol_female_farmer.svg.png,Arunachal Pradesh Karnataka Kerala,JP Bhavan, 19/1, Platform Road, Seshadripuram, Bengaluru, Karnataka-560020
Janata Dal (United),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Indian_Election_Symbol_Arrow.svg/60px-Indian_Election_Symbol_Arrow.svg.png,Arunachal Pradesh Bihar Manipur,7, Jantar Mantar Road, New Delhi, India-110001
Nationalist Congress Party,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Indian_Election_Symbol_Clock.png/60px-Indian_Election_Symbol_Clock.png,Arunachal Pradesh Maharashtra Nagaland,10, Bishmabhar Marg, New Delhi, India-110001
All India Anna Dravida Munnetra Kazhagam,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Indian_election_symbol_two_leaves.svg/60px-Indian_election_symbol_two_leaves.svg.png,Puducherry Tamil Nadu,Puratchi Thalaivar M.G.R. Maaligai, 226, V.P. Raman Salai, Royapettah, Chennai – 600014, Tamil Nadu, India.
Dravida Munnetra Kazhagam,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Indian_election_symbol_rising_sun.svg/60px-Indian_election_symbol_rising_sun.svg.png,Puducherry Tamil Nadu,Anna Arivalayam, 367–369, Anna Salai, Teynampet, Chennai - 600018, Tamil Nadu, India
Lok Janshakti Party (Ram Vilas),Election Symbol not available,Nagaland Bihar,1-wheeler road Patna, Bihar 800001
Naga People's Front,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Indian_Election_Symbol_Cock.png/60px-Indian_Election_Symbol_Cock.png,Manipur Nagaland,Kohima, Nagaland
Nationalist Congress Party (Sharadchandra Pawar),https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Indian_Election_Symbol_Man_Blowing_Turha.png/60px-Indian_Election_Symbol_Man_Blowing_Turha.png,Maharashtra Nagaland,81, Lodhi Estate, New Delhi[2]
Rashtriya Janata Dal,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Indian_Election_Symbol_Hurricane_Lamp.png/60px-Indian_Election_Symbol_Hurricane_Lamp.png,Bihar Jharkhand,13, V. P. House, Rafi Marg, New Delhi, India-110001
Telugu Desam Party,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Indian_Election_Symbol_Cycle.png/60px-Indian_Election_Symbol_Cycle.png,Andhra Pradesh Telangana,N. T. R. Bhavan, Hyderabad, Andhra Pradesh, India (present-day Telangana) (historical) N. T. R. Bhavan, Mangalagiri, Andhra Pradesh, India (present)
YSR Congress Party,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Indian_Election_Symbol_Ceiling_Fan.svg/60px-Indian_Election_Symbol_Ceiling_Fan.svg.png,Andhra Pradesh,Plot no. 13, Suryadevara Township, Tadepalli, Andhra Pradesh, India
All India Forward Bloc,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Indian_Election_Symbol_Lion.svg/60px-Indian_Election_Symbol_Lion.svg.png,West Bengal,Netaji Bhavan, T-2235/2, Ashok Nagar, Faiz Road, Karol Bagh, New Delhi, India-110005[4]
All India Majlis-e-Ittehadul Muslimeen,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Indian_Election_Symbol_Kite.svg/60px-Indian_Election_Symbol_Kite.svg.png,Telangana,5-5-59, Darussalam Rd, Darus Salam, Ghosha Mahal North, Nampally, Hyderabad, India-500001
All India N.R. Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Indian_Election_Symbol_Jug.svg/60px-Indian_Election_Symbol_Jug.svg.png,Puducherry,65/6, E.C.R. Salai, Pakkamudayanpet, Pondicherry – 605008, Puducherry, India.
All India United Democratic Front,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Indian_Election_Symbol_Lock_And_Key.svg/60px-Indian_Election_Symbol_Lock_And_Key.svg.png,Assam,No.3 Friends Path, Hatigaon, Guwahati-781038
All Jharkhand Students Union,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indian_Election_Symbol_Banana.svg/60px-Indian_Election_Symbol_Banana.svg.png,Jharkhand,Harmu Road Ranchi- 834001, Jharkhand[1]
Apna Dal (Sonelal),Election Symbol not available,Uttar Pradesh,1A, Sarva Palli, The Mall Avenue, Lucknow, Uttar Pradesh
Asom Gana Parishad,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Indian_Election_Symbol_Elephant.png/60px-Indian_Election_Symbol_Elephant.png,Assam,AGP Complex, Gopinath Bordoloi Road, Ambari, Guwahati - 781001
Bharat Adivasi Party,Election Symbol not available,Rajasthan,Dungarpur Rajasthan
Bharat Rashtra Samithi,Election Symbol not available,Telangana,Telangana Bhavan, Bhavani Nagar, Banjara Hills, Hyderabad, Telangana - 500034[1]
Biju Janata Dal,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Indian_Election_Symbol_Conch.svg/60px-Indian_Election_Symbol_Conch.svg.png,Odisha,Sankha Bhawan Plot No. 798, Unit - VI, Bhubaneswar – 751001, Odisha, India
Bodoland People's Front,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Indian_Election_Symbol_Nangol.svg/60px-Indian_Election_Symbol_Nangol.svg.png,Assam,Kokrajhar, Assam
Citizen Action Party – Sikkim,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Indian_Election_Symbol_Nagrik.png/60px-Indian_Election_Symbol_Nagrik.png,Sikkim,Adress Not Found on Wikipedia
Communist Party of India (Marxist–Leninist) Liberation,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Flag_Logo_of_CPIML.png/60px-Flag_Logo_of_CPIML.png,Bihar,Charu Bhawan, U-90, Shakarpur, Delhi-110092
Desiya Murpokku Dravida Kazhagam,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Indian_Election_Symbol_Nagara.svg/60px-Indian_Election_Symbol_Nagara.svg.png,Tamil Nadu,Captain Aalayam, 125/7, Jawaharlal Nehru Salai, Koyambedu, Chennai – 600107, Tamil Nadu, India.
Goa Forward Party,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Indian_election_symbol_Coconut.svg/60px-Indian_election_symbol_Coconut.svg.png,Goa,Adress Not Found on Wikipedia
Hill State People's Democratic Party,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Indian_Election_Symbol_Lion.svg/60px-Indian_Election_Symbol_Lion.svg.png,Meghalaya,Adress Not Found on Wikipedia
Indian National Lok Dal,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/INLD1.svg/60px-INLD1.svg.png,Haryana,MLA Flat No. 47, Sector-4, Chandigarh, India -160004.
Indian Union Muslim League,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Indian_Election_Symbol_Lader.svg/60px-Indian_Election_Symbol_Lader.svg.png,Kerala,Quaid-e-Millath Manzil, No. 36, Maraikayar Lebbai Street, Chennai, Tamil Nadu, India.[1]
Indigenous People's Front of Tripura,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Indian_Election_symbol_Dao.svg/60px-Indian_Election_symbol_Dao.svg.png,Tripura,Old Kali Bari Road, Krishnanagar, Agartala - 799100 Tripura
Jammu & Kashmir National Conference,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Indian_Election_Symbol_Plough.png/60px-Indian_Election_Symbol_Plough.png,Jammu and Kashmir,Nawa-e-sueb, Srinagar, Jammu and Kashmir
Jammu and Kashmir National Panthers Party,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Indian_Election_Symbol_Cycle.png/60px-Indian_Election_Symbol_Cycle.png,Jammu and Kashmir,17 VP House, Rafi Marg, New Delhi-110001
Jammu and Kashmir Peoples Democratic Party,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Indian_Election_Symbol_Ink_Pot_and_Pen.png/60px-Indian_Election_Symbol_Ink_Pot_and_Pen.png,Jammu and Kashmir,2, Circuit House, Emporium Lane, Residency Road, Srinagar, Jammu and Kashmir, India[1]
Janasena Party,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Indian_election_symbol_glass_tumbler.svg/60px-Indian_election_symbol_glass_tumbler.svg.png,Andhra Pradesh,Mangalagiri, Vijayawada, Andhra Pradesh
Jannayak Janta Party,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Indian_election_symbol_Key.svg/60px-Indian_election_symbol_Key.svg.png,Haryana,18, Janpath, New Delhi
Janta Congress Chhattisgarh,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Indian_Election_Symbol_Farmer_Ploughing_%28within_Square%29.jpg/60px-Indian_Election_Symbol_Farmer_Ploughing_%28within_Square%29.jpg,Chhattisgarh,Shri Balaji Complex, Near Gandhi Maidan, Khamtarai, Raipur, Chhattisgarh - 492001[1]
Jharkhand Mukti Morcha,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Indian_Election_Symbol_Bow_And_Arrow.svg/60px-Indian_Election_Symbol_Bow_And_Arrow.svg.png,Jharkhand,Bariatu Road, Ranchi, Jharkhand – 834008
Kerala Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Auto_Rickshaw_Election_Symbol.svg/60px-Auto_Rickshaw_Election_Symbol.svg.png,Kerala,State Committee Office, Near Star Theatre junction, Kottayam, Kerala
Kerala Congress (M),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Indian_election_symbol_two_leaves.svg/60px-Indian_election_symbol_two_leaves.svg.png,Kerala,State Committee Office, Near Fire Station, Kottayam[1]
Maharashtra Navnirman Sena,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Mns-symbol-railway-engine.png/60px-Mns-symbol-railway-engine.png,Maharashtra,Rajgad, 2nd Floor, Matoshri Towers, Shivaji Park, Dadar, Mumbai, MH 400028
Maharashtrawadi Gomantak Party,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Indian_Election_Symbol_Lion.svg/60px-Indian_Election_Symbol_Lion.svg.png,Goa,18th June Road, Panaji- 403001 Goa
Mizo National Front,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Election_Symbol_Star.svg/60px-Election_Symbol_Star.svg.png,Mizoram,Zarkawt, Aizawl, Mizoram
Nationalist Democratic Progressive Party,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Indian_Election_Symbol_Crown.png/60px-Indian_Election_Symbol_Crown.png,Nagaland,H/No:155 (1), Ward No.4, Chümoukedima, Nagaland, India - 797103
Naam Tamilar Katchi,Election Symbol not available,Tamil Nadu,Ravanan Kudil, 8, Maruthuvamanai Salai, Senthil Nagar, Porur, Chennai – 600116, Tamil Nadu, India.
People's Party of Arunachal,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Indian_Election_Symbol_Maize.svg/60px-Indian_Election_Symbol_Maize.svg.png,Arunachal Pradesh,Mowb-II, Near AG office Itanagar, Arunachal Pradesh
Rashtriya Loktantrik Party,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Water_bottle_RLP_election_symbol.svg/60px-Water_bottle_RLP_election_symbol.svg.png,Rajasthan,Jaipur
Republican Party of India (Athawale),Election Symbol not available,Manipur,No.11, Safdurjung Road, New Delhi 110001, India
Revolutionary Goans Party,Election Symbol not available,Goa,312, 3rd Floor, Gera Imperium Grand, Patto Panjim, Goa
Revolutionary Socialist Party,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Indian_Election_Symbol_Spade_and_Stoker.png/60px-Indian_Election_Symbol_Spade_and_Stoker.png,Kerala,17, Firoz Shah Road, New Delhi – 110001 28°37′20.5″N 77°13′27.9″E﻿ / ﻿28.622361°N 77.224417°E﻿ / 28.622361; 77.224417
Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Indian_Election_Symbol_Cycle.png/60px-Indian_Election_Symbol_Cycle.png,Uttar Pradesh,18 Copernicus Lane, New Delhi
Shiromani Akali Dal,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Shiromani_Akali_Dal_symbol.svg/60px-Shiromani_Akali_Dal_symbol.svg.png,Punjab,Block #6, Madhya Marg Sector 28, Chandigarh
Sikkim Democratic Front,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Indian_Election_Symbol_Umberlla.png/60px-Indian_Election_Symbol_Umberlla.png,Sikkim,S.D.F Bhawan, Indira Byepass Gangtok, Sikkim
Sikkim Krantikari Morcha,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Symbol_SKM.png/60px-Symbol_SKM.png,Sikkim,Ghaley Compound, Tibet Road, Gangtok – 737101, Sikkim, India.
Shiv Sena,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Indian_Election_Symbol_Bow_And_Arrow.svg/60px-Indian_Election_Symbol_Bow_And_Arrow.svg.png,Maharashtra,Shivsena Bhavan, Dadar, Mumbai, Maharashtra
Shiv Sena (Uddhav Balasaheb Thackeray),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Indian_Election_Symbol_Flaming_Torch.png/60px-Indian_Election_Symbol_Flaming_Torch.png,Maharashtra,Shivsena Bhavan, Dadar, Mumbai, Maharashtra[1]
Tipra Motha Party,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Indian_Election_Symbol_Pineapple.png/60px-Indian_Election_Symbol_Pineapple.png,Tripura,Manikya Dynasty Heritage Residential House, Ujjayanta Palace, Palace Compound, Agartala, Tripura 799001
United Democratic Party,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Indian_Election_Symbol_Drums.png/60px-Indian_Election_Symbol_Drums.png,Meghalaya,Mawlai Nonglum, Shillong-793008 Meghalaya.[1]
United People's Party Liberal,Election Symbol not available,Assam,Kokrajhar, BTR, Assam
Viduthalai Chiruthaigal Katchi,Election Symbol not available,Tamil Nadu,Adress Not Found on Wikipedia
Voice of the People Party,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Winnower_Symbol.png/60px-Winnower_Symbol.png,Meghalaya,Adress Not Found on Wikipedia
Zoram Nationalist Party,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Indian_Election_Symbol_Sun_without_Rays.png/60px-Indian_Election_Symbol_Sun_without_Rays.png,Mizoram,Treasury Square, Aizawl, Mizoram
,Election Symbol not available,1 / 31,Web Link is not associated with the Party on Wikipedia
